0.100000;0.990000;0.738974;0.990000;0.100003;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.347804;0.113961;0.100000;0.100000;0.100000;0.100000;0.153400;0.723000;0.100000;0.990000;0.128031;0.135600;0.865400;0.990000;0.100000;0.100000;0.100000;0.100000;0.100000
0.933020;0.545000;0.853077;0.990000;0.100000;0.100108;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.990000;0.100000;0.100000;0.990000;0.671142;0.669600;0.126700;0.100000;0.100000;0.393700;0.553900;0.197900;0.171200
0.100000;0.990000;0.738974;0.990000;0.100166;0.100125;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.585137;0.585137;0.100000;0.100000;0.100000;0.100000;0.990000;0.100000;0.100000;0.990000;0.990000;0.990000;0.100000;0.865400;0.100000;0.100000;0.100000;0.100000;0.100000
0.100000;0.545000;0.738974;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.489157;0.101745;0.100000;0.100000;0.990000;0.990000;0.108900;0.153400;0.100000;0.990000;0.103504;0.108900;0.162300;0.100000;0.100000;0.100000;0.100000;0.990000;0.990000
0.100109;0.545000;0.784615;0.990000;0.108156;0.100716;0.100000;0.100000;0.100000;0.100000;0.100000;0.990000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.103490;0.101745;0.100000;0.100000;0.393700;0.100000;0.696300;0.696300;0.100000;0.990000;0.187598;0.189000;0.242400;0.100000;0.100000;0.100000;0.100000;0.883200;0.100000
0.100000;0.545000;0.419487;0.990000;0.100992;0.101997;0.100000;0.100000;0.100000;0.100000;0.100000;0.990000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.117451;0.147118;0.100000;0.100000;0.100000;0.100000;0.990000;0.100000;0.286900;0.271693;0.990000;0.990000;0.100000;0.117800;0.115614;0.100000;0.100000;0.100000;0.100000
0.100000;0.990000;0.236923;0.990000;0.100135;0.100203;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.398412;0.398412;0.100000;0.100000;0.100000;0.100000;0.990000;0.100000;0.100000;0.990000;0.990000;0.990000;0.100000;0.108900;0.100000;0.100000;0.100000;0.100000;0.100000
0.100000;0.545000;0.419487;0.990000;0.100869;0.112140;0.100000;0.100000;0.100000;0.100000;0.100000;0.990000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.120941;0.120941;0.100000;0.100000;0.100000;0.100000;0.990000;0.100000;0.100000;0.142047;0.990000;0.990000;0.100000;0.171200;0.115614;0.100000;0.100000;0.100000;0.100000
0.100000;0.545000;0.419487;0.990000;0.101108;0.102940;0.100000;0.100000;0.100000;0.100000;0.100000;0.990000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.105235;0.105235;0.100000;0.100000;0.100000;0.100000;0.990000;0.100000;0.100000;0.990000;0.990000;0.990000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000
0.100000;0.545000;0.419487;0.990000;0.100995;0.100740;0.100000;0.100000;0.100000;0.100000;0.100000;0.990000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.134902;0.134902;0.100000;0.100000;0.100000;0.100000;0.990000;0.100000;0.100000;0.170079;0.990000;0.990000;0.100000;0.144500;0.224912;0.100000;0.100000;0.100000;0.100000
0.100000;0.100000;0.282564;0.990000;0.101594;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.305922;0.305922;0.100000;0.100000;0.100000;0.100000;0.990000;0.100000;0.100000;0.990000;0.990000;0.990000;0.100000;0.990000;0.100000;0.100000;0.100000;0.100000;0.100000
0.100000;0.990000;0.236923;0.990000;0.100135;0.100261;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.106980;0.112216;0.100000;0.100000;0.100000;0.100000;0.990000;0.100000;0.322500;0.990000;0.965472;0.963300;0.108900;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000
0.100000;0.545000;0.419487;0.990000;0.101067;0.100071;0.100000;0.100000;0.100000;0.100000;0.100000;0.990000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.110471;0.110471;0.100000;0.100000;0.100000;0.100000;0.990000;0.100000;0.100000;0.383819;0.990000;0.990000;0.100000;0.108900;0.131228;0.100000;0.100000;0.100000;0.100000
0.100000;0.545000;0.738974;0.481429;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.302431;0.117451;0.990000;0.990000;0.100000;0.100000;0.180100;0.162300;0.100000;0.990000;0.135039;0.135600;0.153400;0.100000;0.100000;0.990000;0.990000;0.100000;0.100000
0.100000;0.545000;0.419487;0.990000;0.100734;0.102483;0.100000;0.100000;0.100000;0.100000;0.100000;0.990000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.129667;0.136647;0.100000;0.100000;0.100000;0.100000;0.990000;0.100000;0.260200;0.990000;0.990000;0.990000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000;0.100000
